구,동,X,Y,age_score,population_score,cost_score,subway_score,bus_score,car_score,store_score
종로구,사직동,126.9704,37.57389,0.5765,0.166,0.5465,0.2857,0.3077,0.0943,0.1075
종로구,삼청동,126.9812,37.58837,0.7647,0.0401,0.2524,0.0,0.0989,0.0901,0.0339
종로구,부암동,126.9635,37.59696,0.5941,0.167,0.2909,0.0,0.5714,0.1552,0.0142
종로구,평창동,126.9681,37.61569,0.5824,0.3174,0.4519,0.0,0.3516,0.4225,0.0152
종로구,무악동,126.9586,37.57711,0.4824,0.1398,0.5707,0.0,0.0989,0.0167,0.0015
종로구,교남동,126.9641,37.57107,0.4353,0.1749,0.4731,0.0,0.5385,0.0479,0.0055
종로구,가회동,126.9865,37.58251,0.6588,0.0659,0.2594,0.0,0.3187,0.1175,0.0272
종로구,종로1·2·3·4가동,126.9899,37.57519,0.7882,0.1566,0.2153,0.7143,0.4286,0.243,0.3001
종로구,종로5·6가동,127.0044,37.57286,0.5647,0.1035,0.0812,0.2857,0.2527,0.1831,0.0767
종로구,이화동,127.003,37.57972,0.5059,0.1379,0.174,0.1429,0.2857,0.1183,0.0339
종로구,창신1동,127.0138,37.57237,0.8706,0.0969,0.0553,0.2857,0.1319,0.0589,0.1068
종로구,창신2동,127.0102,37.57603,0.8471,0.1532,0.0026,0.0,0.011,0.0544,0.014
종로구,창신3동,127.0132,37.57895,0.6235,0.1145,0.1704,0.1429,0.1099,0.0096,0.0021
종로구,숭인1동,127.0169,37.57718,0.7,0.1088,0.1446,0.1429,0.0659,0.0229,0.0061
종로구,숭인2동,127.0203,37.57449,0.4529,0.2087,0.0955,0.0,0.2088,0.1136,0.0344
종로구,청운효자동,126.9699,37.58441,0.5176,0.2022,0.3159,0.0,0.2308,0.1743,0.0404
종로구,혜화동,126.9974,37.58747,0.3471,0.3496,0.2319,0.0,0.4066,0.2133,0.0676
중구,소공동,126.9744,37.56426,0.3529,0.0605,0.6165,0.4286,0.4396,0.0383,0.1364
중구,회현동,126.9771,37.55694,0.8765,0.0867,0.4403,0.8571,0.3846,0.0492,0.3013
중구,명동,126.9843,37.56395,0.8235,0.0592,0.3071,0.1429,0.4505,0.0763,0.1742
중구,필동,126.9938,37.55687,0.5176,0.0917,0.1755,0.2857,0.0989,0.1003,0.0482
중구,장충동,127.0022,37.55556,0.3941,0.098,0.1495,0.1429,0.0769,0.0834,0.0223
중구,광희동,127.0038,37.56516,0.5176,0.1283,0.2124,0.4286,0.2527,0.0745,0.3064
중구,을지로동,126.9966,37.56662,0.4235,0.0588,0.1848,0.5714,0.3187,0.0354,0.1275
중구,신당5동,127.0219,37.56363,0.5529,0.1881,0.1745,0.1429,0.1429,0.0753,0.0376
중구,황학동,127.0208,37.56854,0.4118,0.256,0.2158,0.0,0.1209,0.092,0.0424
중구,중림동,126.966,37.55735,0.4647,0.2252,0.4391,0.0,0.3626,0.0323,0.0239
중구,신당동,127.0137,37.56569,0.6235,0.161,0.1349,0.2857,0.1648,0.1039,1.0
중구,다산동,127.0084,37.55494,0.6353,0.2471,0.1091,0.2857,0.0989,0.1769,0.0322
중구,약수동,127.0103,37.55015,0.7176,0.2933,0.3374,0.2857,0.2967,0.0573,0.0183
중구,청구동,127.0152,37.55688,0.6412,0.2006,0.2757,0.0,0.0879,0.0623,0.0138
중구,동화동,127.0187,37.56071,0.6118,0.1806,0.286,0.0,0.0659,0.0649,0.0222
용산구,후암동,126.9806,37.54991,0.5353,0.2963,0.1718,0.0,0.2967,0.1948,0.0251
용산구,용산2가동,126.9851,37.53791,0.6471,0.1801,0.0829,0.1429,0.1648,0.105,0.0305
용산구,남영동,126.9748,37.54403,0.8176,0.1344,0.2037,0.5714,0.2418,0.0664,0.0605
용산구,원효로2동,126.9525,37.53385,0.4824,0.2479,0.3228,0.0,0.2637,0.0789,0.0109
용산구,효창동,126.9609,37.54281,0.3882,0.1919,0.2676,0.0,0.1209,0.081,0.0045
용산구,용문동,126.9585,37.53798,0.5412,0.2044,0.2762,0.2857,0.4615,0.0857,0.0141
용산구,이촌1동,126.9718,37.51517,0.4235,0.4692,0.7281,0.0,0.1978,0.0195,0.0203
용산구,이촌2동,126.9542,37.52286,0.6471,0.1402,0.2813,0.0,0.1209,0.0151,0.0025
용산구,이태원1동,126.9932,37.53336,0.6706,0.1342,0.2976,0.1429,0.2637,0.1125,0.0962
용산구,이태원2동,126.9921,37.54176,0.6,0.1806,0.2183,0.0,0.2637,0.1724,0.0355
용산구,서빙고동,126.9889,37.51963,0.4706,0.2345,0.3963,0.1429,0.2308,0.0651,0.0069
용산구,보광동,127.0009,37.52689,0.7353,0.1402,0.0839,0.0,0.1538,0.0909,0.0166
용산구,청파동,126.9668,37.54758,0.4706,0.3587,0.0958,0.0,0.2308,0.1891,0.0458
용산구,원효로1동,126.9666,37.5375,0.2471,0.3276,0.4418,0.0,0.2857,0.1097,0.0339
용산구,한강로동,126.9686,37.52913,0.4,0.4185,0.5353,0.8571,0.2967,0.1047,0.1417
용산구,한남동,127.0052,37.53753,0.4765,0.2859,0.4288,0.2857,0.4176,0.3006,0.109
성동구,왕십리2동,127.0277,37.56145,0.4471,0.2953,0.2585,0.1429,0.0659,0.0591,0.0155
성동구,마장동,127.0406,37.56742,0.4882,0.4129,0.1734,0.1429,0.3516,0.1675,0.0216
성동구,사근동,127.0454,37.55812,0.0941,0.2619,0.188,0.2857,0.3956,0.1136,0.0378
성동구,행당1동,127.0362,37.55909,0.4,0.28,0.3385,0.4286,0.4505,0.0742,0.0427
성동구,행당2동,127.0297,37.55667,0.4765,0.4143,0.434,0.1429,0.1648,0.0224,0.007
성동구,응봉동,127.0337,37.55088,0.4471,0.266,0.3306,0.1429,0.3626,0.024,0.0022
성동구,금호1가동,127.025,37.55359,0.5059,0.2633,0.359,0.1429,0.4505,0.0211,0.007
성동구,금호4가동,127.0242,37.54539,0.4706,0.2583,0.4402,0.1429,0.2527,0.0339,0.0131
성동구,성수1가1동,127.0423,37.54079,0.4706,0.28,0.3329,0.1429,0.2527,0.1422,0.037
성동구,성수1가2동,127.0436,37.54901,0.4588,0.2467,0.2187,0.1429,0.1868,0.1508,0.0895
성동구,성수2가1동,127.0553,37.53635,0.6471,0.261,0.1506,0.0,0.3297,0.1649,0.0687
성동구,성수2가3동,127.0581,37.54557,0.5176,0.1783,0.2366,0.1429,0.2418,0.1805,0.1176
성동구,송정동,127.0643,37.55237,0.6,0.1769,0.0878,0.0,0.1758,0.1196,0.0108
성동구,용답동,127.0575,37.55892,0.5059,0.2518,0.0724,0.4286,0.0989,0.1313,0.0275
성동구,왕십리도선동,127.0296,37.56685,0.3765,0.4819,0.36,0.0,0.2527,0.088,0.0575
성동구,금호2·3가동,127.02,37.5514,0.5059,0.3829,0.3105,0.0,0.4615,0.0849,0.0282
성동구,옥수동,127.0206,37.54085,0.4294,0.4671,0.5143,0.2857,0.1978,0.037,0.0188
광진구,화양동,127.0734,37.54326,0.0353,0.5229,0.0697,0.2857,0.2418,0.297,0.1136
광진구,군자동,127.0737,37.55304,0.4294,0.3937,0.095,0.0,0.2527,0.2805,0.046
광진구,중곡1동,127.0777,37.5621,0.4941,0.2828,0.0833,0.0,0.2418,0.3105,0.0413
광진구,중곡2동,127.0846,37.55891,0.5,0.3723,0.0857,0.0,0.4066,0.3511,0.0335
광진구,중곡3동,127.082,37.56791,0.5882,0.2854,0.0548,0.1429,0.2637,0.3014,0.0276
광진구,중곡4동,127.0945,37.56387,0.6235,0.5027,0.0798,0.0,0.1099,0.447,0.0322
광진구,능동,127.0818,37.55059,0.3706,0.2067,0.1403,0.4286,0.011,0.2027,0.0184
광진구,구의1동,127.086,37.5415,0.3941,0.4353,0.1098,0.1429,0.2637,0.3923,0.0526
광진구,구의2동,127.0949,37.5511,0.5176,0.4711,0.1596,0.1429,0.2418,0.3394,0.0327
광진구,구의3동,127.0942,37.53696,0.4235,0.513,0.3592,0.1429,0.3297,0.1782,0.0494
광진구,광장동,127.1047,37.54782,0.2529,0.6155,0.5985,0.1429,0.2967,0.0755,0.0258
광진구,자양1동,127.0805,37.53559,0.4765,0.4165,0.1215,0.0,0.1648,0.3306,0.0396
광진구,자양2동,127.0828,37.5291,0.5118,0.4918,0.1691,0.0,0.1099,0.2941,0.0282
광진구,자양3동,127.071,37.53137,0.4294,0.5005,0.4236,0.0,0.1429,0.0891,0.0451
광진구,자양4동,127.0636,37.53375,0.5824,0.4354,0.1308,0.1429,0.1538,0.1977,0.0612
동대문구,회기동,127.0515,37.59372,0.2059,0.2491,0.2101,0.0,0.1538,0.1573,0.055
동대문구,휘경1동,127.0626,37.59196,0.2941,0.3498,0.1172,0.1429,0.2198,0.1018,0.0207
동대문구,휘경2동,127.0658,37.58664,0.3706,0.4618,0.1827,0.0,0.1538,0.2191,0.0156
동대문구,청량리동,127.0452,37.58884,0.8706,0.344,0.143,0.0,0.1978,0.1183,0.0381
동대문구,용신동,127.0325,37.57556,0.4294,0.0303,0.1494,0.7143,0.2527,0.3735,0.0908
동대문구,제기동,127.0372,37.58375,0.6471,0.4695,0.1302,0.1429,0.2747,0.2558,0.0661
동대문구,전농1동,127.051,37.57922,0.4824,0.6149,0.1825,0.2857,0.3846,0.2394,0.0846
동대문구,전농2동,127.0611,37.5807,0.6059,0.3282,0.1948,0.0,0.0989,0.0599,0.0141
동대문구,답십리2동,127.061,37.57078,0.6059,0.5123,0.1785,0.0,0.2198,0.1185,0.0284
동대문구,장안1동,127.0685,37.56624,0.5118,0.7041,0.1437,0.0,0.2308,0.3457,0.0828
동대문구,장안2동,127.0721,37.57564,0.4176,0.6153,0.1543,0.0,0.4066,0.2647,0.0661
동대문구,이문1동,127.0604,37.59737,0.3765,0.4621,0.1694,0.1429,0.2088,0.1925,0.0337
동대문구,이문2동,127.0675,37.60284,0.5765,0.3483,0.1952,0.1429,0.1319,0.0768,0.0091
동대문구,답십리1동,127.0519,37.57128,0.3529,0.514,0.2704,0.0,0.3077,0.1243,0.0253
중랑구,면목2동,127.0778,37.58929,0.6765,0.4331,0.0419,0.0,0.3297,0.2245,0.0381
중랑구,면목4동,127.0854,37.57362,0.6588,0.3295,0.0891,0.1429,0.1758,0.1511,0.0132
중랑구,면목5동,127.0789,37.58252,0.4529,0.2607,0.0252,0.0,0.2088,0.119,0.0107
중랑구,면목7동,127.0928,37.57714,0.6412,0.3874,0.1046,0.0,0.1648,0.1691,0.0308
중랑구,상봉1동,127.0894,37.60172,0.5176,0.4204,0.1636,0.2857,0.3407,0.1315,0.0246
중랑구,상봉2동,127.084,37.59432,0.4059,0.3959,0.0895,0.1429,0.1538,1.0,0.0752
중랑구,중화1동,127.0831,37.6026,0.6118,0.3357,0.0789,0.0,0.1978,0.1779,0.0102
중랑구,중화2동,127.075,37.59918,0.7118,0.4715,0.029,0.2857,0.2527,0.2347,0.047
중랑구,묵1동,127.0825,37.61373,0.5,0.6156,0.1919,0.0,0.3956,0.2949,0.0279
중랑구,묵2동,127.0746,37.61083,0.6294,0.3319,0.0817,0.1429,0.3626,0.2266,0.0282
중랑구,망우3동,127.1028,37.59188,0.7471,0.2895,0.0248,0.0,0.1868,0.2378,0.0124
중랑구,신내1동,127.104,37.61316,0.5353,0.6834,0.128,0.1429,0.4835,0.1211,0.0321
중랑구,신내2동,127.0916,37.61098,0.6412,0.3519,0.1806,0.0,0.3297,0.0096,0.0129
중랑구,면목본동,127.0894,37.58832,0.6176,0.6047,0.0447,0.1429,0.3407,0.3347,0.0538
중랑구,면목3·8동,127.0983,37.58449,0.0,0.4447,0.0481,0.1429,0.1978,0.2326,0.0536
중랑구,망우본동,127.1074,37.60213,0.5,0.7138,0.0647,0.4286,0.3516,0.2897,0.0672
성북구,돈암1동,127.0244,37.59975,0.6176,0.2555,0.2788,0.0,0.3736,0.0208,0.0029
성북구,돈암2동,127.0116,37.59708,0.4176,0.4244,0.4131,0.0,0.4615,0.0169,0.005
성북구,안암동,127.0272,37.58773,0.2059,0.3305,0.1498,0.1429,0.2747,0.148,0.0509
성북구,보문동,127.0191,37.58283,0.4235,0.3006,0.1998,0.2857,0.1868,0.1039,0.0206
성북구,정릉1동,127.017,37.60328,0.4647,0.3273,0.2334,0.1429,0.1978,0.0555,0.01
성북구,정릉2동,127.0085,37.60367,0.5824,0.4081,0.157,0.0,0.6813,0.15,0.0145
성북구,정릉3동,126.9946,37.6121,0.5529,0.2849,0.072,0.0,0.2418,0.1589,0.0152
성북구,정릉4동,126.9949,37.62395,0.5882,0.4449,0.1764,0.1429,0.0,0.1446,0.0153
성북구,길음1동,127.0197,37.60822,0.2706,0.6578,0.444,0.1429,0.2527,0.025,0.0161
성북구,길음2동,127.0272,37.60829,0.3294,0.3962,0.3076,0.0,0.3187,0.0383,0.0488
성북구,월곡1동,127.0366,37.60783,0.5176,0.4621,0.2245,0.0,0.3956,0.1018,0.0186
성북구,월곡2동,127.0454,37.60323,0.5176,0.3531,0.1952,0.2857,0.2527,0.1597,0.0358
성북구,장위1동,127.0447,37.6151,0.5176,0.4238,0.025,0.0,0.3736,0.1985,0.0162
성북구,장위2동,127.0519,37.61235,0.7118,0.2925,0.0587,0.1429,0.2418,0.1302,0.0179
성북구,장위3동,127.0534,37.61826,0.3294,0.344,0.1907,0.0,0.4396,0.0326,0.0046
성북구,성북동,126.9941,37.59668,0.5471,0.2978,0.2577,0.0,0.3297,0.2777,0.0328
성북구,삼선동,127.0117,37.58655,0.4941,0.4121,0.18,0.4286,0.4066,0.1696,0.0556
성북구,동선동,127.0185,37.59365,0.2529,0.2916,0.1356,0.0,0.2088,0.161,0.078
성북구,종암동,127.0339,37.59744,0.5,0.7239,0.241,0.0,0.5165,0.2162,0.0376
성북구,석관동,127.0614,37.60828,0.6353,0.6297,0.1437,0.2857,0.3846,0.1933,0.0443
강북구,번1동,127.0306,37.63756,0.6294,0.3141,0.0385,0.1429,0.2637,0.28,0.0429
강북구,번2동,127.0347,37.62949,0.8412,0.2659,0.0393,0.0,0.5275,0.1297,0.0059
강북구,번3동,127.0422,37.62369,0.8529,0.2892,0.0844,0.0,0.4066,0.0331,0.0067
강북구,수유1동,127.01,37.62974,0.6882,0.3655,0.0228,0.1429,0.4176,0.2714,0.0338
강북구,수유2동,127.0194,37.64542,0.7647,0.3721,0.0898,0.1429,0.4066,0.2253,0.0244
강북구,수유3동,127.0234,37.6405,0.6412,0.4411,0.0201,0.0,0.4396,0.348,0.1
강북구,삼양동,127.0149,37.6238,0.6824,0.4541,0.0703,0.4286,0.5275,0.1787,0.0157
강북구,미아동,127.0264,37.62864,0.6824,0.3905,0.0413,0.1429,0.2637,0.2561,0.0436
강북구,송중동,127.033,37.61767,0.6412,0.5226,0.0857,0.0,0.5055,0.2871,0.0708
강북구,송천동,127.0249,37.61819,0.8118,0.414,0.0649,0.1429,0.1648,0.2558,0.0419
강북구,삼각산동,127.0165,37.61716,0.3882,0.5567,0.3073,0.0,0.3516,0.0112,0.0127
강북구,우이동,127.0005,37.66035,0.7529,0.3611,0.0673,0.4286,0.022,0.3084,0.0367
강북구,인수동,127.0035,37.6374,0.7471,0.5289,0.049,0.0,0.2857,0.4561,0.029
도봉구,쌍문1동,127.0195,37.65307,0.6882,0.3869,0.0641,0.0,0.4066,0.2511,0.0132
도봉구,쌍문2동,127.0369,37.65711,0.7,0.323,0.0622,0.0,0.2857,0.2157,0.0272
도봉구,쌍문3동,127.0306,37.64766,0.6471,0.2992,0.0637,0.0,0.3846,0.235,0.0198
도봉구,쌍문4동,127.0304,37.65543,0.5471,0.327,0.1633,0.0,0.2308,0.0435,0.0037
도봉구,방학1동,127.0435,37.66504,0.6824,0.5124,0.1497,0.1429,0.4945,0.3293,0.0569
도봉구,방학2동,127.0327,37.66919,0.7882,0.3288,0.0,0.0,0.2527,0.367,0.0191
도봉구,방학3동,127.0236,37.66319,0.6,0.4705,0.1621,0.0,0.2637,0.044,0.0094
도봉구,창1동,127.0435,37.64709,0.5941,0.4381,0.1764,0.2857,0.1648,0.1094,0.0201
도봉구,창2동,127.0368,37.64251,0.6,0.5135,0.085,0.0,0.2198,0.2826,0.022
도봉구,창3동,127.0417,37.63729,0.7353,0.236,0.0245,0.0,0.2198,0.212,0.0187
도봉구,창4동,127.0509,37.65271,0.5059,0.4819,0.2722,0.1429,0.3077,0.0289,0.0255
도봉구,창5동,127.0428,37.65537,0.5765,0.4333,0.2253,0.1429,0.1538,0.1248,0.1089
도봉구,도봉1동,127.0268,37.68532,0.9294,0.3629,0.0331,0.0,0.0,0.3748,0.0398
도봉구,도봉2동,127.0477,37.68125,0.7588,0.4772,0.1339,0.4286,0.8681,0.0969,0.0207
노원구,월계1동,127.0582,37.62189,0.5529,0.3871,0.1274,0.0,0.2308,0.1425,0.032
노원구,월계2동,127.0513,37.63397,0.6882,0.4639,0.1182,0.1429,0.3407,0.0375,0.0079
노원구,월계3동,127.0647,37.62442,0.6176,0.5188,0.1901,0.1429,0.2198,0.0185,0.013
노원구,공릉2동,127.0943,37.63162,0.3059,0.7725,0.2435,0.1429,0.2088,0.1672,0.0424
노원구,하계1동,127.0751,37.63851,0.4882,0.4854,0.2841,0.0,0.3297,0.1003,0.0247
노원구,하계2동,127.065,37.63505,0.4471,0.3623,0.2869,0.1429,0.3846,0.013,0.0021
노원구,중계본동,127.086,37.64863,0.2706,0.4102,0.3942,0.0,0.1209,0.0727,0.0181
노원구,중계1동,127.0737,37.65015,0.1824,0.48,0.4743,0.0,0.3736,0.0182,0.0103
노원구,중계4동,127.0825,37.65936,0.6176,0.3476,0.2062,0.0,0.044,0.0445,0.0292
노원구,상계1동,127.0651,37.68339,0.6176,0.6721,0.175,0.1429,0.011,0.1586,0.0383
노원구,상계2동,127.0671,37.65665,0.5882,0.3466,0.1924,0.1429,0.3846,0.106,0.1122
노원구,상계5동,127.07,37.66601,0.7176,0.4131,0.0718,0.1429,0.3407,0.1659,0.0333
노원구,상계8동,127.0535,37.66652,0.2941,0.3928,0.1981,0.1429,0.2967,0.0089,0.0054
노원구,상계9동,127.0622,37.6676,0.5353,0.3522,0.161,0.0,0.2857,0.0091,0.0066
노원구,상계10동,127.0584,37.65972,0.4353,0.3274,0.1941,0.0,0.1978,0.0117,0.003
노원구,상계3·4동,127.0842,37.67578,0.6824,0.4951,0.1024,0.1429,0.1319,0.1446,0.0251
노원구,상계6·7동,127.0601,37.64866,0.4706,0.5646,0.198,0.1429,0.2967,0.0414,0.0338
노원구,중계2·3동,127.0659,37.64344,0.6706,0.5861,0.1574,0.1429,0.3407,0.0201,0.0362
노원구,공릉1동,127.0726,37.62421,0.5059,0.6694,0.1291,0.4286,0.6484,0.3131,0.0682
은평구,녹번동,126.9346,37.60531,0.5765,0.6569,0.1798,0.2857,0.2747,0.3634,0.0363
은평구,불광1동,126.9387,37.61687,0.6294,0.6755,0.2036,0.1429,0.1868,0.2764,0.031
은평구,갈현1동,126.9147,37.62519,0.6353,0.2592,0.0718,0.0,0.6813,0.3933,0.0452
은평구,갈현2동,126.9125,37.61798,0.5765,0.4991,0.0827,0.1429,0.3407,0.435,0.0448
은평구,구산동,126.9073,37.61107,0.6176,0.571,0.0945,0.0,0.2747,0.3725,0.016
은평구,대조동,126.9232,37.61226,0.5176,0.5053,0.0819,0.5714,0.5824,0.3722,0.0846
은평구,응암1동,126.9271,37.59834,0.4294,0.5991,0.1178,0.0,0.2637,0.2511,0.0349
은평구,응암2동,126.9229,37.59209,0.3235,0.5002,0.2651,0.0,0.4066,0.0779,0.0132
은평구,신사1동,126.9085,37.59914,0.5941,0.4799,0.1012,0.1429,0.3516,0.3001,0.0222
은평구,신사2동,126.9062,37.59286,0.6118,0.3415,0.1007,0.1429,0.1868,0.2462,0.0087
은평구,증산동,126.9059,37.58413,0.5471,0.2849,0.1389,0.1429,0.1099,0.1797,0.0131
은평구,수색동,126.8945,37.58559,0.3647,0.3925,0.217,0.4286,0.7143,0.0714,0.01
은평구,진관동,126.9378,37.63968,0.3882,1.0,0.3705,0.1429,0.4396,0.1659,0.0532
은평구,불광2동,126.9287,37.62428,0.7118,0.4887,0.0559,0.1429,0.4066,0.4514,0.0304
은평구,응암3동,126.9176,37.58893,0.7353,0.4333,0.0492,0.0,0.4286,0.3011,0.0585
은평구,역촌동,126.9146,37.60457,0.6118,0.8352,0.0794,0.0,0.4835,0.6749,0.0572
서대문구,천연동,126.9567,37.57132,0.5647,0.3043,0.3943,0.1429,0.1978,0.0617,0.0181
서대문구,홍제1동,126.9443,37.5834,0.0,0.4543,0.2555,0.2857,0.2967,0.1709,0.0192
서대문구,홍제3동,126.9517,37.5924,0.0,0.3207,0.1331,0.0,0.4066,0.1323,0.0262
서대문구,홍제2동,126.9525,37.58439,0.0,0.2204,0.2941,0.0,0.0989,0.0576,0.0082
서대문구,홍은1동,126.9469,37.60054,0.6118,0.4281,0.1869,0.0,0.3956,0.0995,0.0158
서대문구,홍은2동,126.9321,37.58717,0.5235,0.5273,0.1457,0.0,0.5495,0.385,0.0209
서대문구,남가좌1동,126.9163,37.57182,0.2353,0.3073,0.4742,0.1429,0.3407,0.0156,0.0146
서대문구,남가좌2동,126.9213,37.57793,0.3941,0.561,0.2139,0.0,0.4615,0.2686,0.0364
서대문구,북가좌1동,126.9081,37.57542,0.4647,0.3203,0.3582,0.0,0.1978,0.0992,0.0047
서대문구,북가좌2동,126.9133,37.58118,0.6294,0.5594,0.0923,0.0,0.2637,0.5142,0.0301
서대문구,충현동,126.9583,37.56394,0.4824,0.3636,0.2088,0.4286,0.2198,0.2105,0.0434
서대문구,북아현동,126.955,37.55929,0.3706,0.2849,0.3896,0.0,0.3187,0.0557,0.0116
서대문구,신촌동,126.9416,37.56408,0.0353,0.5192,0.2316,0.2857,0.2967,0.2956,0.1754
서대문구,연희동,126.9328,37.57223,0.4294,0.6814,0.2414,0.0,0.5714,0.6731,0.0646
마포구,용강동,126.9422,37.54153,0.3235,0.3956,0.5051,0.1429,0.2308,0.0982,0.0452
마포구,대흥동,126.9415,37.55205,0.2882,0.2982,0.2484,0.4286,0.5275,0.1266,0.0394
마포구,염리동,126.9476,37.54988,0.2529,0.324,0.3668,0.0,0.2088,0.0643,0.0209
마포구,신수동,126.9348,37.54566,0.3824,0.411,0.3868,0.0,0.4615,0.1631,0.0202
마포구,서교동,126.9209,37.55475,0.3235,0.4795,0.2091,0.7143,0.6593,0.7403,0.3705
